Name,Parameter,Value
ZONEHVAC:LOWTEMPERATURERADIANT:VARIABLEFLOW,Maximum Hot Water Flow,8
ZONEHVAC:OUTDOORAIRUNIT,Design Size Exhaust Air Flow Rate,9
ZONEHVAC:OUTDOORAIRUNIT,Design Size Outdoor Air Flow Rate,4
ZONEHVAC:OUTDOORAIRUNIT,Exhaust Air Flow Rate,9
ZONEHVAC:OUTDOORAIRUNIT,Outdoor Air Flow Rate,4
ZONEHVAC:PACKAGEDTERMINALAIRCONDITIONER,Cooling Outdoor Air Flow Rate,10
ZONEHVAC:PACKAGEDTERMINALAIRCONDITIONER,Cooling Supply Air Flow Rate,7
ZONEHVAC:PACKAGEDTERMINALAIRCONDITIONER,Design Size Cooling Outdoor Air Flow Rate,10
ZONEHVAC:PACKAGEDTERMINALAIRCONDITIONER,Design Size Cooling Supply Air Flow Rate,7
ZONEHVAC:PACKAGEDTERMINALAIRCONDITIONER,Design Size Heating Outdoor Air Flow Rate,11
ZONEHVAC:PACKAGEDTERMINALAIRCONDITIONER,Design Size Heating Supply Air Flow Rate,8
ZONEHVAC:PACKAGEDTERMINALAIRCONDITIONER,Design Size Maximum Supply Air Temperature in Heating Mode,25
ZONEHVAC:PACKAGEDTERMINALAIRCONDITIONER,Design Size Minimum Supply Air Temperature in Cooling Mode,24
ZONEHVAC:PACKAGEDTERMINALAIRCONDITIONER,Design Size No Load Outdoor Air Flow Rate,12
ZONEHVAC:PACKAGEDTERMINALAIRCONDITIONER,Design Size No Load Supply Air Flow Rate,9
ZONEHVAC:PACKAGEDTERMINALAIRCONDITIONER,Heating Outdoor Air Flow Rate,11
ZONEHVAC:PACKAGEDTERMINALAIRCONDITIONER,Heating Supply Air Flow Rate,8
ZONEHVAC:PACKAGEDTERMINALAIRCONDITIONER,Maximum Supply Air Temperature in Heating Mode,25
ZONEHVAC:PACKAGEDTERMINALAIRCONDITIONER,Minimum Supply Air Temperature in Cooling Mode,24
ZONEHVAC:PACKAGEDTERMINALAIRCONDITIONER,No Load Outdoor Air Flow Rate,12
ZONEHVAC:PACKAGEDTERMINALAIRCONDITIONER,No Load Supply Air Flow Rate,9
ZONEHVAC:PACKAGEDTERMINALHEATPUMP,Cooling Outdoor Air Flow Rate,10
ZONEHVAC:PACKAGEDTERMINALHEATPUMP,Cooling Supply Air Flow Rate,7
ZONEHVAC:PACKAGEDTERMINALHEATPUMP,Design Size Cooling Outdoor Air Flow Rate,10
ZONEHVAC:PACKAGEDTERMINALHEATPUMP,Design Size Cooling Supply Air Flow Rate,7
ZONEHVAC:PACKAGEDTERMINALHEATPUMP,Design Size Heating Outdoor Air Flow Rate,11
ZONEHVAC:PACKAGEDTERMINALHEATPUMP,Design Size Heating Supply Air Flow Rate,8
ZONEHVAC:PACKAGEDTERMINALHEATPUMP,Design Size Maximum Supply Air Temperature from Supplemental Heater,23
ZONEHVAC:PACKAGEDTERMINALHEATPUMP,Design Size Maximum Supply Air Temperature in Heating Mode,31
ZONEHVAC:PACKAGEDTERMINALHEATPUMP,Design Size Minimum Supply Air Temperature in Cooling Mode,30
ZONEHVAC:PACKAGEDTERMINALHEATPUMP,Design Size No Load Outdoor Air Flow Rate,12
ZONEHVAC:PACKAGEDTERMINALHEATPUMP,Design Size No Load Supply Air Flow Rate,9
ZONEHVAC:PACKAGEDTERMINALHEATPUMP,Heating Outdoor Air Flow Rate,11
ZONEHVAC:PACKAGEDTERMINALHEATPUMP,Heating Supply Air Flow Rate,8
ZONEHVAC:PACKAGEDTERMINALHEATPUMP,Maximum Supply Air Temperature from Supplemental Heater,23
ZONEHVAC:PACKAGEDTERMINALHEATPUMP,Maximum Supply Air Temperature in Heating Mode,31
ZONEHVAC:PACKAGEDTERMINALHEATPUMP,Minimum Supply Air Temperature in Cooling Mode,30
ZONEHVAC:PACKAGEDTERMINALHEATPUMP,No Load Outdoor Air Flow Rate,12
ZONEHVAC:PACKAGEDTERMINALHEATPUMP,No Load Supply Air Flow Rate,9
ZONEHVAC:TERMINALUNIT:VARIABLEREFRIGERANTFLOW,Cooling Outdoor Air Flow Rate,9
ZONEHVAC:TERMINALUNIT:VARIABLEREFRIGERANTFLOW,Cooling Supply Air Flow Rate,5
ZONEHVAC:TERMINALUNIT:VARIABLEREFRIGERANTFLOW,Design Size Cooling Outdoor Air Flow Rate,9
ZONEHVAC:TERMINALUNIT:VARIABLEREFRIGERANTFLOW,Design Size Cooling Supply Air Flow Rate,5
ZONEHVAC:TERMINALUNIT:VARIABLEREFRIGERANTFLOW,Design Size Heating Outdoor Air Flow Rate,10
ZONEHVAC:TERMINALUNIT:VARIABLEREFRIGERANTFLOW,Design Size Heating Supply Air Flow Rate,7
ZONEHVAC:TERMINALUNIT:VARIABLEREFRIGERANTFLOW,Design Size Maximum Supply Air Temperature from Supplemental Heater,29
ZONEHVAC:TERMINALUNIT:VARIABLEREFRIGERANTFLOW,Design Size No Cooling Supply Air Flow Rate,6
ZONEHVAC:TERMINALUNIT:VARIABLEREFRIGERANTFLOW,Design Size No Heating Supply Air Flow Rate,8
ZONEHVAC:TERMINALUNIT:VARIABLEREFRIGERANTFLOW,Design Size No Load Outdoor Air Flow Rate,11
ZONEHVAC:TERMINALUNIT:VARIABLEREFRIGERANTFLOW,Heating Outdoor Air Flow Rate,10
ZONEHVAC:TERMINALUNIT:VARIABLEREFRIGERANTFLOW,Heating Supply Air Flow Rate,7
ZONEHVAC:TERMINALUNIT:VARIABLEREFRIGERANTFLOW,Maximum Supply Air Temperature from Supplemental Heater,29
ZONEHVAC:TERMINALUNIT:VARIABLEREFRIGERANTFLOW,No Cooling Supply Air Flow Rate,6
ZONEHVAC:TERMINALUNIT:VARIABLEREFRIGERANTFLOW,No Heating Supply Air Flow Rate,8
ZONEHVAC:TERMINALUNIT:VARIABLEREFRIGERANTFLOW,No Load Outdoor Air Flow Rate,11
ZONEHVAC:UNITHEATER,Design Size Maximum Hot Water or Steam Flow Rate,12
ZONEHVAC:UNITHEATER,Design Size Maximum Supply Air Flow Rate,7
ZONEHVAC:UNITHEATER,Maximum Hot Water or Steam Flow Rate,12
ZONEHVAC:UNITHEATER,Maximum Supply Air Flow Rate,7
ZONEHVAC:UNITVENTILATOR,Design Size Maximum Outdoor Air Flow Rate,7
ZONEHVAC:UNITVENTILATOR,Design Size Maximum Supply Air Flow Rate,3
ZONEHVAC:UNITVENTILATOR,Design Size Minimum Outdoor Air Flow Rate,5
ZONEHVAC:UNITVENTILATOR,Maximum Outdoor Air Flow Rate,7
ZONEHVAC:UNITVENTILATOR,Maximum Supply Air Flow Rate,3
ZONEHVAC:UNITVENTILATOR,Minimum Outdoor Air Flow Rate,5
ZONEHVAC:VENTILATEDSLAB,Design Size Maximum Air Flow Rate,5
ZONEHVAC:VENTILATEDSLAB,Design Size Maximum Outdoor Air Flow Rate,9
ZONEHVAC:VENTILATEDSLAB,Design Size Minimum Outdoor Air Flow Rate,7
ZONEHVAC:VENTILATEDSLAB,Maximum Air Flow Rate,5
ZONEHVAC:VENTILATEDSLAB,Maximum Outdoor Air Flow Rate,9
ZONEHVAC:VENTILATEDSLAB,Minimum Outdoor Air Flow Rate,7
ZONEHVAC:WATERTOAIRHEATPUMP,Cooling Outdoor Air Flow Rate,10
ZONEHVAC:WATERTOAIRHEATPUMP,Cooling Supply Air Flow Rate,7
ZONEHVAC:WATERTOAIRHEATPUMP,Design Size Cooling Outdoor Air Flow Rate,10
ZONEHVAC:WATERTOAIRHEATPUMP,Design Size Cooling Supply Air Flow Rate,7
ZONEHVAC:WATERTOAIRHEATPUMP,Design Size Heating Outdoor Air Flow Rate,11
ZONEHVAC:WATERTOAIRHEATPUMP,Design Size Heating Supply Air Flow Rate,8
ZONEHVAC:WATERTOAIRHEATPUMP,Design Size Maximum Supply Air Temperature from Supplemental Heater,25
ZONEHVAC:WATERTOAIRHEATPUMP,Design Size No Load Outdoor Air Flow Rate,12
ZONEHVAC:WATERTOAIRHEATPUMP,Design Size No Load Supply Air Flow Rate,9
ZONEHVAC:WATERTOAIRHEATPUMP,Heating Outdoor Air Flow Rate,11
ZONEHVAC:WATERTOAIRHEATPUMP,Heating Supply Air Flow Rate,8
ZONEHVAC:WATERTOAIRHEATPUMP,Maximum Supply Air Temperature from Supplemental Heater,25
ZONEHVAC:WATERTOAIRHEATPUMP,No Load Outdoor Air Flow Rate,12
ZONEHVAC:WATERTOAIRHEATPUMP,No Load Supply Air Flow Rate,9
ZONEHVAC:WINDOWAIRCONDITIONER,Design Size Maximum Outdoor Air Flow Rate,4
ZONEHVAC:WINDOWAIRCONDITIONER,Design Size Maximum Supply Air Flow Rate,3
ZONEHVAC:WINDOWAIRCONDITIONER,Maximum Outdoor Air Flow Rate,4
ZONEHVAC:WINDOWAIRCONDITIONER,Maximum Supply Air Flow Rate,3
